Person ID,Age,Gender,Undergraduate Major,Undergraduate GPA,Years of Work Experience,Current Job Title,Annual Salary (Before MBA),Has Management Experience,GRE/GMAT Score,Entrepreneurial Interest,MBA Funding Source,Desired Post-MBA Role,Expected Post-MBA Salary,Reason for MBA,Online vs. On-Campus MBA,Decided to Pursue MBA?
440,27,Female,Economics,2.53,2,Manager,84584,No,631,6.9,Scholarship,Marketing Director,133156,Skill Enhancement,Online,Yes
441,21,Male,Science,2.9,6,Manager,34536,Yes,531,3.1,Scholarship,Finance Manager,134300,Networking,On-Campus,Yes
442,23,Male,Engineering,3.54,2,Entrepreneur,61335,Yes,455,4.0,Employer,Startup Founder,171141,Networking,On-Campus,No
443,22,Male,Arts,3.52,6,Engineer,51657,No,412,1.3,Employer,Executive,105764,Skill Enhancement,Online,No
444,29,Female,Business,3.03,7,Consultant,101524,Yes,674,1.9,Scholarship,Startup Founder,156976,Skill Enhancement,Online,No
445,30,Female,Business,3.86,4,Manager,85450,Yes,383,3.8,Scholarship,Executive,199858,Networking,Online,No
446,26,Male,Science,2.53,4,Entrepreneur,95079,No,737,8.0,Scholarship,Consultant,82422,Career Growth,Online,No
447,30,Female,Science,2.48,3,Manager,72761,Yes,744,7.4,Self-funded,Startup Founder,191158,Networking,Online,Yes
448,23,Male,Engineering,3.23,2,Engineer,115713,Yes,712,9.7,Self-funded,Executive,63437,Career Growth,Online,No
449,28,Female,Engineering,3.24,7,Analyst,97196,No,329,4.3,Loan,Finance Manager,152885,Networking,On-Campus,No
450,34,Female,Business,2.09,5,Analyst,109248,Yes,342,4.1,Scholarship,Finance Manager,95900,Networking,On-Campus,No
451,28,Female,Business,3.22,5,Engineer,68861,No,313,1.9,Scholarship,Finance Manager,130548,Skill Enhancement,On-Campus,Yes
452,22,Female,Business,2.75,1,Consultant,52841,No,795,8.1,Self-funded,Executive,150632,Entrepreneurship,On-Campus,Yes
453,26,Male,Business,3.49,3,Entrepreneur,113538,No,759,2.5,Employer,Finance Manager,76537,Career Growth,On-Campus,Yes
454,27,Male,Economics,3.62,4,Manager,79745,Yes,534,9.6,Employer,Marketing Director,132761,Skill Enhancement,Online,Yes
455,22,Male,Engineering,3.1,9,Manager,97606,No,668,3.8,Self-funded,Marketing Director,167598,Skill Enhancement,On-Campus,No
456,31,Male,Engineering,2.0,4,Manager,96865,Yes,442,6.8,Loan,Consultant,186547,Skill Enhancement,Online,Yes
457,30,Female,Business,3.27,2,Entrepreneur,77704,Yes,702,5.1,Employer,Startup Founder,121237,Entrepreneurship,Online,No
458,22,Female,Arts,3.5,9,Entrepreneur,52314,Yes,700,3.0,Scholarship,Executive,181563,Networking,Online,Yes
459,30,Male,Business,2.5,4,Engineer,88224,No,608,5.1,Scholarship,Finance Manager,172538,Networking,Online,No
460,21,Female,Science,2.93,4,Entrepreneur,69793,Yes,647,3.9,Self-funded,Finance Manager,103258,Networking,Online,No
461,28,Male,Arts,3.93,1,Manager,31234,No,423,6.6,Loan,Consultant,193802,Entrepreneurship,Online,No
462,21,Male,Science,2.6,4,Manager,88961,Yes,276,6.0,Employer,Executive,180320,Skill Enhancement,Online,No
463,29,Male,Arts,2.45,2,Entrepreneur,56719,No,662,1.7,Employer,Executive,172458,Networking,Online,Yes
464,31,Male,Science,2.42,2,Entrepreneur,117597,Yes,506,1.6,Employer,Finance Manager,198800,Skill Enhancement,Online,No
465,26,Male,Business,3.12,4,Engineer,80608,No,787,9.7,Loan,Executive,184372,Skill Enhancement,On-Campus,Yes
466,27,Male,Business,3.9,8,Analyst,68247,No,654,3.7,Employer,Finance Manager,136995,Skill Enhancement,Online,Yes
467,33,Male,Arts,3.22,1,Entrepreneur,32830,Yes,550,1.8,Scholarship,Marketing Director,105541,Entrepreneurship,On-Campus,No
468,30,Female,Science,2.61,8,Analyst,104800,Yes,662,2.6,Loan,Finance Manager,187545,Career Growth,On-Campus,Yes
469,27,Male,Economics,3.28,2,Consultant,37754,Yes,267,2.4,Self-funded,Consultant,122888,Entrepreneurship,On-Campus,No
470,30,Male,Arts,3.25,6,Analyst,119308,No,377,2.9,Loan,Consultant,71355,Networking,Online,No
471,23,Male,Arts,3.19,0,Entrepreneur,69647,Yes,363,1.4,Employer,Finance Manager,137765,Networking,Online,No
472,22,Female,Engineering,2.32,0,Manager,102709,No,395,2.8,Scholarship,Executive,183154,Career Growth,On-Campus,Yes
473,29,Male,Arts,3.27,7,Manager,80230,Yes,440,9.5,Employer,Startup Founder,94684,Career Growth,On-Campus,Yes
474,28,Female,Economics,2.86,8,Entrepreneur,109823,No,780,6.1,Self-funded,Marketing Director,168370,Networking,Online,Yes
475,33,Female,Business,2.04,2,Engineer,61563,No,400,3.9,Loan,Startup Founder,76763,Entrepreneurship,On-Campus,Yes
476,32,Female,Science,3.08,5,Entrepreneur,67386,No,716,8.1,Scholarship,Marketing Director,112242,Networking,Online,No
477,30,Female,Engineering,3.98,2,Entrepreneur,117422,No,403,9.1,Scholarship,Marketing Director,155203,Career Growth,Online,No
478,27,Male,Science,2.7,5,Engineer,68263,No,474,1.6,Self-funded,Executive,63046,Entrepreneurship,Online,Yes
479,29,Male,Business,3.93,6,Engineer,34914,Yes,753,4.1,Employer,Marketing Director,196127,Skill Enhancement,Online,No
480,24,Male,Arts,2.19,4,Consultant,117716,No,306,8.4,Loan,Consultant,182113,Skill Enhancement,On-Campus,Yes
481,33,Female,Economics,3.46,2,Consultant,119272,No,642,6.5,Employer,Consultant,134724,Networking,Online,Yes
482,24,Male,Engineering,2.23,7,Consultant,79239,No,350,7.1,Self-funded,Marketing Director,188942,Networking,On-Campus,Yes
483,21,Male,Economics,2.55,4,Engineer,85026,No,452,6.0,Loan,Finance Manager,60570,Entrepreneurship,On-Campus,No
484,28,Female,Economics,3.14,0,Analyst,50835,Yes,308,1.7,Self-funded,Startup Founder,159147,Skill Enhancement,On-Campus,Yes
485,34,Male,Economics,3.19,8,Entrepreneur,47472,No,458,8.7,Self-funded,Executive,103968,Career Growth,On-Campus,Yes
486,34,Female,Economics,3.55,2,Consultant,109120,No,265,3.1,Employer,Marketing Director,194734,Skill Enhancement,On-Campus,Yes
487,32,Female,Business,3.23,1,Analyst,89582,Yes,582,1.9,Self-funded,Marketing Director,147088,Skill Enhancement,On-Campus,Yes
488,23,Male,Economics,3.19,2,Entrepreneur,83912,No,744,4.1,Loan,Marketing Director,154810,Career Growth,Online,No
489,27,Male,Economics,3.82,6,Analyst,64852,Yes,569,7.7,Scholarship,Consultant,146314,Career Growth,Online,No
490,32,Male,Business,2.9,9,Manager,38930,No,457,8.9,Loan,Consultant,168086,Networking,On-Campus,No
491,22,Female,Science,2.45,7,Manager,62597,No,632,6.9,Loan,Startup Founder,131507,Entrepreneurship,On-Campus,No
492,22,Female,Business,2.32,1,Entrepreneur,59947,No,530,4.2,Self-funded,Executive,160416,Skill Enhancement,On-Campus,Yes
493,27,Female,Arts,2.8,6,Analyst,58526,No,598,7.6,Employer,Marketing Director,176317,Entrepreneurship,On-Campus,No
494,26,Female,Business,3.43,4,Analyst,57782,Yes,568,7.9,Loan,Consultant,157481,Career Growth,Online,Yes
495,23,Female,Science,2.09,8,Engineer,91450,No,290,9.3,Scholarship,Consultant,177385,Networking,On-Campus,Yes
496,29,Male,Unknown,2.26,6,Consultant,50813,No,558,2.1,Loan,Finance Manager,121181,Entrepreneurship,Online,Yes
497,30,Male,Unknown,2.21,0,Entrepreneur,47264,No,401,2.3,Self-funded,Marketing Director,121872,Skill Enhancement,Online,No
498,34,Female,Engineering,3.17,0,Unknown,40547,Yes,706,4.9,Self-funded,Marketing Director,106428,Skill Enhancement,Online,No
499,33,Male,Economics,2.49,5,Consultant,93046,No,705,4.1,Self-funded,Executive,61875,Entrepreneurship,Online,Yes
500,26,Male,Arts,2.33,8,Entrepreneur,54334,Yes,343,8.0,Self-funded,Finance Manager,74299,Entrepreneurship,On-Campus,Yes
