Person ID,Age,Gender,Undergraduate Major,Undergraduate GPA,Years of Work Experience,Current Job Title,Annual Salary (Before MBA),Has Management Experience,GRE/GMAT Score,Entrepreneurial Interest,MBA Funding Source,Desired Post-MBA Role,Expected Post-MBA Salary,Reason for MBA,Online vs. On-Campus MBA,Decided to Pursue MBA?
6212,28,Female,Engineering,3.97,7,Consultant,70592,No,285,3.2,Loan,Consultant,85797,Entrepreneurship,Online,No
6213,28,Male,Business,3.67,0,Entrepreneur,88081,Yes,452,1.3,Self-funded,Executive,124811,Entrepreneurship,On-Campus,Yes
6214,32,Female,Engineering,2.03,6,Manager,36260,Yes,264,3.6,Scholarship,Executive,184321,Entrepreneurship,Online,No
6215,28,Female,Engineering,3.23,6,Consultant,96450,Yes,594,8.1,Scholarship,Finance Manager,142995,Entrepreneurship,Online,No
6216,27,Other,Arts,2.51,3,Consultant,43724,Yes,521,9.4,Loan,Finance Manager,124558,Networking,On-Campus,Yes
6217,28,Female,Business,2.21,7,Consultant,61701,No,325,1.2,Self-funded,Marketing Director,63105,Skill Enhancement,On-Campus,No
6218,31,Other,Economics,3.41,4,Entrepreneur,90109,No,263,2.0,Loan,Finance Manager,145531,Career Growth,On-Campus,Yes
6219,34,Male,Engineering,2.26,3,Analyst,34963,Yes,307,4.3,Self-funded,Consultant,90945,Networking,On-Campus,Yes
6220,28,Female,Business,2.89,4,Engineer,82801,No,480,5.1,Self-funded,Finance Manager,118568,Career Growth,Online,No
6221,33,Female,Engineering,3.26,1,Consultant,48758,No,733,9.4,Scholarship,Executive,138392,Skill Enhancement,Online,Yes
6222,34,Male,Science,3.11,3,Engineer,101195,Yes,551,1.2,Employer,Executive,65752,Skill Enhancement,Online,Yes
6223,28,Male,Science,3.96,9,Manager,59621,Yes,777,8.6,Loan,Startup Founder,80305,Career Growth,On-Campus,Yes
6224,32,Other,Business,3.57,7,Manager,102412,Yes,378,5.6,Loan,Consultant,129758,Career Growth,On-Campus,No
6225,30,Male,Arts,3.55,6,Manager,108345,No,454,2.9,Scholarship,Marketing Director,108073,Networking,Online,Yes
6226,27,Female,Economics,2.71,7,Consultant,119364,No,311,2.8,Loan,Marketing Director,143121,Networking,Online,Yes
6227,32,Male,Science,2.02,6,Engineer,85074,No,653,1.4,Self-funded,Finance Manager,74503,Skill Enhancement,Online,Yes
6228,21,Male,Arts,3.47,6,Analyst,76083,Yes,304,3.2,Self-funded,Startup Founder,99068,Entrepreneurship,Online,No
6229,24,Male,Economics,4.0,6,Entrepreneur,105956,Yes,556,9.8,Loan,Finance Manager,199661,Networking,On-Campus,Yes
6230,33,Male,Science,2.81,1,Engineer,59780,No,318,8.2,Scholarship,Finance Manager,115845,Entrepreneurship,On-Campus,No
6231,33,Female,Economics,3.97,2,Entrepreneur,90952,Yes,450,9.7,Self-funded,Marketing Director,180988,Entrepreneurship,On-Campus,Yes
6232,24,Female,Engineering,2.28,0,Engineer,86006,No,346,2.4,Loan,Executive,81926,Networking,Online,Yes
6233,25,Male,Business,2.59,1,Consultant,91535,Yes,667,5.9,Loan,Startup Founder,119901,Entrepreneurship,Online,Yes
6234,30,Male,Science,2.34,9,Analyst,37263,Yes,660,9.4,Self-funded,Startup Founder,61699,Career Growth,Online,Yes
6235,26,Male,Science,2.95,5,Consultant,70830,No,617,6.9,Self-funded,Consultant,128275,Skill Enhancement,Online,No
6236,24,Male,Engineering,3.59,1,Manager,59461,No,543,1.2,Loan,Marketing Director,196437,Skill Enhancement,On-Campus,No
6237,22,Female,Science,2.68,0,Analyst,41824,Yes,534,1.6,Self-funded,Marketing Director,81265,Networking,On-Campus,Yes
6238,26,Male,Science,3.81,7,Engineer,112008,Yes,525,4.8,Employer,Startup Founder,102014,Skill Enhancement,On-Campus,Yes
6239,28,Male,Science,3.09,8,Consultant,37685,No,638,4.5,Scholarship,Finance Manager,64155,Skill Enhancement,Online,Yes
6240,28,Male,Science,2.93,6,Entrepreneur,49378,Yes,530,9.0,Self-funded,Consultant,69895,Career Growth,Online,Yes
6241,27,Male,Science,3.57,2,Consultant,69834,No,531,8.0,Scholarship,Startup Founder,135258,Entrepreneurship,Online,No
6242,26,Male,Arts,2.2,0,Consultant,89025,No,443,2.2,Scholarship,Consultant,160541,Skill Enhancement,On-Campus,No
6243,22,Male,Science,3.55,3,Engineer,82733,No,377,1.8,Self-funded,Startup Founder,99905,Career Growth,Online,Yes
6244,27,Female,Engineering,2.49,9,Engineer,55099,Yes,292,8.8,Scholarship,Finance Manager,86694,Entrepreneurship,Online,Yes
6245,31,Female,Science,2.56,2,Manager,109899,No,263,5.0,Loan,Consultant,74037,Career Growth,On-Campus,Yes
6246,32,Female,Economics,3.2,2,Analyst,52802,No,323,2.5,Loan,Executive,105950,Skill Enhancement,Online,Yes
6247,34,Male,Economics,3.8,1,Consultant,44890,No,268,9.1,Loan,Finance Manager,65023,Career Growth,On-Campus,No
6248,34,Male,Engineering,3.16,9,Entrepreneur,87808,No,300,7.5,Employer,Marketing Director,170719,Networking,Online,No
6249,25,Female,Arts,3.3,2,Engineer,75154,No,641,2.5,Loan,Executive,190395,Career Growth,Online,Yes
6250,26,Female,Engineering,3.55,4,Engineer,71614,No,553,6.5,Loan,Consultant,148758,Networking,Online,No
6251,30,Other,Arts,2.52,3,Manager,71412,Yes,540,5.2,Self-funded,Executive,130030,Career Growth,On-Campus,Yes
6252,28,Male,Business,3.65,0,Analyst,63059,Yes,447,3.3,Loan,Consultant,152849,Entrepreneurship,Online,Yes
6253,34,Male,Economics,2.84,0,Manager,109456,No,767,6.3,Self-funded,Finance Manager,99185,Entrepreneurship,Online,Yes
6254,28,Female,Economics,2.35,0,Engineer,50052,No,604,5.0,Employer,Marketing Director,100693,Career Growth,Online,Yes
6255,23,Female,Economics,2.7,9,Entrepreneur,44306,No,485,6.1,Loan,Consultant,62876,Networking,On-Campus,Yes
6256,32,Female,Arts,2.49,8,Manager,113753,No,516,3.6,Employer,Consultant,171370,Networking,Online,Yes
6257,32,Female,Engineering,2.46,8,Consultant,115594,Yes,500,7.5,Loan,Marketing Director,197894,Skill Enhancement,On-Campus,Yes
6258,34,Other,Arts,2.57,8,Engineer,44509,Yes,787,4.8,Scholarship,Startup Founder,109601,Skill Enhancement,On-Campus,No
6259,27,Female,Economics,2.36,9,Engineer,71210,Yes,338,8.3,Scholarship,Executive,147901,Career Growth,Online,No
6260,21,Female,Economics,3.34,3,Manager,98204,No,332,6.5,Loan,Startup Founder,155835,Entrepreneurship,On-Campus,No
6261,21,Other,Economics,3.16,3,Entrepreneur,66052,Yes,787,3.2,Scholarship,Executive,129408,Entrepreneurship,On-Campus,No
6262,27,Female,Economics,3.3,9,Manager,95241,Yes,736,4.1,Scholarship,Executive,171838,Skill Enhancement,Online,No
6263,30,Male,Business,2.69,6,Entrepreneur,71303,Yes,709,3.6,Self-funded,Executive,137073,Networking,On-Campus,Yes
6264,29,Male,Economics,3.54,2,Engineer,46053,No,529,4.2,Employer,Marketing Director,199486,Skill Enhancement,Online,Yes
6265,27,Female,Arts,2.26,9,Manager,33925,No,436,2.5,Loan,Marketing Director,124832,Skill Enhancement,Online,Yes
6266,30,Male,Economics,3.14,2,Analyst,94548,Yes,650,5.3,Self-funded,Consultant,115984,Career Growth,Online,Yes
6267,25,Female,Science,2.55,3,Manager,37146,No,740,1.4,Employer,Marketing Director,164078,Skill Enhancement,Online,No
6268,28,Male,Business,3.06,5,Manager,106121,No,388,4.1,Employer,Executive,122726,Career Growth,Online,No
6269,22,Male,Economics,2.65,0,Analyst,84933,No,525,4.8,Employer,Finance Manager,129944,Entrepreneurship,On-Campus,Yes
6270,29,Female,Science,3.58,2,Analyst,35613,Yes,792,7.9,Scholarship,Consultant,159452,Skill Enhancement,On-Campus,No
6271,26,Male,Arts,3.78,4,Consultant,51600,No,416,8.8,Scholarship,Consultant,124851,Skill Enhancement,Online,Yes
6272,33,Male,Business,3.49,3,Analyst,61063,Yes,696,8.0,Self-funded,Marketing Director,87184,Entrepreneurship,On-Campus,Yes
6273,29,Male,Economics,2.35,7,Entrepreneur,34962,No,255,1.7,Employer,Executive,87403,Skill Enhancement,Online,No
6274,22,Female,Arts,2.55,8,Consultant,103337,No,604,7.0,Self-funded,Finance Manager,190293,Entrepreneurship,On-Campus,Yes
6275,23,Male,Science,3.84,7,Entrepreneur,46469,No,302,8.7,Scholarship,Marketing Director,64599,Skill Enhancement,Online,Yes
6276,32,Female,Business,2.87,8,Consultant,47424,Yes,365,5.8,Scholarship,Consultant,185570,Entrepreneurship,Online,Yes
6277,28,Male,Economics,3.88,7,Consultant,32291,No,549,9.4,Loan,Startup Founder,77891,Skill Enhancement,On-Campus,Yes
6278,21,Female,Arts,2.78,9,Entrepreneur,105709,Yes,314,9.0,Scholarship,Marketing Director,105078,Entrepreneurship,Online,No
6279,30,Male,Business,3.9,0,Engineer,85069,No,457,8.9,Self-funded,Consultant,104629,Career Growth,On-Campus,Yes
6280,27,Male,Science,3.85,6,Engineer,53769,No,358,9.7,Self-funded,Consultant,111961,Entrepreneurship,On-Campus,No
6281,27,Male,Economics,3.32,8,Manager,31932,No,405,7.9,Self-funded,Startup Founder,108108,Networking,Online,No
6282,33,Male,Business,2.02,0,Engineer,68917,No,359,7.2,Employer,Finance Manager,193133,Entrepreneurship,Online,No
6283,21,Female,Science,2.8,9,Manager,46764,Yes,279,7.8,Self-funded,Marketing Director,71229,Skill Enhancement,On-Campus,Yes
6284,29,Male,Science,3.82,0,Engineer,82458,No,668,4.2,Scholarship,Startup Founder,184975,Networking,On-Campus,Yes
6285,28,Male,Arts,3.77,9,Manager,31083,No,639,1.1,Self-funded,Consultant,66295,Career Growth,Online,No
6286,24,Female,Science,2.37,1,Manager,113977,No,607,1.4,Scholarship,Marketing Director,97812,Career Growth,On-Campus,Yes
6287,30,Male,Science,2.8,4,Analyst,88314,No,791,8.7,Scholarship,Consultant,176242,Skill Enhancement,On-Campus,Yes
6288,31,Male,Engineering,3.67,7,Manager,95039,No,630,4.7,Loan,Startup Founder,172518,Networking,Online,No
6289,25,Female,Science,3.16,7,Entrepreneur,53123,No,377,4.3,Loan,Executive,187615,Skill Enhancement,On-Campus,Yes
6290,22,Female,Economics,3.69,9,Entrepreneur,49602,Yes,538,6.5,Self-funded,Executive,123825,Networking,Online,Yes
6291,33,Male,Business,3.65,3,Manager,50936,Yes,325,2.3,Loan,Executive,65937,Entrepreneurship,Online,No
6292,29,Male,Economics,3.81,6,Entrepreneur,46377,No,548,5.9,Loan,Executive,135130,Skill Enhancement,Online,No
6293,32,Other,Economics,2.23,6,Engineer,97342,No,720,8.5,Employer,Marketing Director,112286,Networking,On-Campus,Yes
6294,32,Male,Arts,2.29,8,Entrepreneur,108550,No,736,4.8,Employer,Executive,156714,Career Growth,On-Campus,No
6295,26,Other,Engineering,2.17,8,Analyst,89988,Yes,743,5.7,Scholarship,Executive,136184,Entrepreneurship,Online,Yes
6296,23,Male,Engineering,3.87,2,Entrepreneur,101206,No,364,2.5,Scholarship,Marketing Director,154502,Networking,On-Campus,Yes
6297,32,Female,Economics,2.95,7,Engineer,94516,No,620,7.6,Loan,Startup Founder,116925,Career Growth,On-Campus,No
6298,27,Male,Business,2.13,4,Engineer,70434,No,698,6.1,Employer,Finance Manager,154219,Career Growth,Online,Yes
6299,29,Female,Engineering,2.64,4,Manager,99205,No,413,6.0,Employer,Startup Founder,181583,Entrepreneurship,On-Campus,No
6300,23,Male,Engineering,2.7,7,Consultant,56104,Yes,462,3.0,Loan,Marketing Director,86953,Entrepreneurship,Online,Yes
6301,22,Female,Economics,3.62,5,Engineer,109771,No,542,9.3,Loan,Startup Founder,102465,Networking,On-Campus,No
6302,27,Male,Engineering,3.47,9,Manager,83797,No,370,4.1,Loan,Executive,193476,Skill Enhancement,Online,Yes
6303,27,Male,Arts,3.38,9,Manager,41519,No,645,9.7,Loan,Executive,154421,Networking,Online,No
6304,24,Female,Economics,2.04,0,Entrepreneur,49123,Yes,671,4.1,Loan,Marketing Director,111576,Career Growth,On-Campus,Yes
6305,31,Female,Engineering,3.82,3,Entrepreneur,82110,No,329,9.1,Employer,Finance Manager,63051,Career Growth,Online,No
6306,29,Female,Engineering,2.43,8,Manager,105729,No,630,6.0,Employer,Executive,107715,Career Growth,Online,Yes
6307,34,Male,Engineering,3.26,4,Analyst,119870,Yes,531,1.6,Employer,Finance Manager,176732,Networking,On-Campus,Yes
6308,28,Female,Economics,2.12,3,Manager,71841,No,689,9.6,Self-funded,Executive,189563,Entrepreneurship,Online,No
6309,33,Male,Business,2.16,9,Entrepreneur,106375,Yes,575,4.0,Loan,Marketing Director,175498,Career Growth,On-Campus,No
6310,33,Other,Science,2.02,0,Engineer,114919,No,546,8.3,Scholarship,Consultant,138964,Networking,On-Campus,No
6311,21,Other,Engineering,3.13,8,Analyst,55235,Yes,300,6.1,Scholarship,Consultant,78414,Entrepreneurship,Online,No
6312,21,Male,Science,3.26,7,Consultant,80148,No,717,3.2,Self-funded,Finance Manager,127566,Skill Enhancement,Online,No
6313,25,Female,Science,2.1,2,Engineer,63738,Yes,700,2.3,Loan,Marketing Director,134424,Entrepreneurship,Online,Yes
6314,26,Female,Engineering,2.58,8,Entrepreneur,119864,Yes,750,3.1,Self-funded,Consultant,60525,Career Growth,Online,Yes
6315,23,Male,Engineering,3.7,0,Engineer,64308,Yes,773,5.9,Self-funded,Finance Manager,67223,Career Growth,Online,Yes
6316,33,Female,Science,2.2,3,Engineer,61605,No,346,5.6,Loan,Executive,191446,Skill Enhancement,Online,No
6317,29,Male,Business,2.43,4,Entrepreneur,101782,Yes,691,3.4,Scholarship,Executive,118590,Networking,On-Campus,No
6318,32,Female,Science,2.85,3,Engineer,101514,Yes,592,2.4,Employer,Startup Founder,75534,Networking,On-Campus,No
6319,30,Male,Business,3.68,3,Manager,57393,Yes,486,4.2,Self-funded,Marketing Director,185835,Networking,Online,Yes
6320,34,Male,Arts,2.51,8,Analyst,115683,No,475,2.4,Self-funded,Consultant,162273,Entrepreneurship,Online,Yes
6321,26,Male,Business,3.99,4,Entrepreneur,72229,No,375,5.6,Self-funded,Executive,132789,Networking,On-Campus,Yes
6322,24,Female,Economics,2.71,0,Analyst,64963,No,509,4.9,Self-funded,Consultant,169639,Career Growth,Online,No
6323,32,Female,Engineering,2.77,6,Manager,62276,No,788,5.0,Self-funded,Finance Manager,113912,Networking,Online,Yes
6324,27,Other,Arts,2.24,5,Entrepreneur,55394,No,787,3.4,Employer,Consultant,178658,Networking,Online,Yes
6325,28,Male,Science,3.36,8,Manager,41249,No,602,1.8,Scholarship,Finance Manager,84945,Career Growth,Online,No
6326,29,Male,Business,2.49,3,Consultant,104927,No,289,6.3,Loan,Marketing Director,174012,Networking,Online,No
6327,33,Female,Arts,3.26,9,Consultant,63536,Yes,700,9.8,Scholarship,Startup Founder,145636,Skill Enhancement,On-Campus,Yes
6328,31,Female,Economics,2.45,5,Consultant,64713,No,451,7.0,Employer,Executive,157107,Entrepreneurship,Online,No
6329,26,Male,Business,2.78,9,Analyst,87311,No,790,9.0,Scholarship,Executive,151328,Networking,Online,Yes
6330,26,Male,Science,3.71,6,Consultant,81976,No,590,1.9,Loan,Executive,118399,Career Growth,Online,No
6331,28,Female,Science,3.48,3,Consultant,115104,No,496,1.5,Self-funded,Finance Manager,134524,Skill Enhancement,On-Campus,Yes
6332,32,Male,Business,2.31,8,Manager,78295,No,366,7.9,Loan,Executive,105963,Entrepreneurship,On-Campus,No
6333,25,Female,Economics,3.22,0,Engineer,51012,No,631,5.1,Self-funded,Marketing Director,177218,Entrepreneurship,Online,No
6334,34,Female,Engineering,3.26,0,Engineer,90495,No,491,8.4,Employer,Consultant,140046,Networking,On-Campus,Yes
6335,23,Female,Engineering,2.18,2,Consultant,103955,Yes,586,5.3,Loan,Finance Manager,150568,Career Growth,Online,Yes
6336,32,Female,Science,2.93,8,Engineer,43348,No,496,1.7,Employer,Startup Founder,190122,Networking,Online,No
6337,23,Male,Economics,2.52,4,Consultant,48010,No,660,5.1,Scholarship,Startup Founder,183786,Entrepreneurship,Online,Yes
6338,33,Female,Science,2.93,0,Consultant,72310,No,345,7.0,Employer,Startup Founder,107525,Entrepreneurship,Online,Yes
6339,26,Female,Engineering,3.55,4,Analyst,53703,Yes,355,5.6,Loan,Consultant,130339,Career Growth,Online,Yes
6340,22,Male,Science,2.32,5,Entrepreneur,99809,No,470,3.0,Scholarship,Consultant,90038,Entrepreneurship,Online,Yes
6341,26,Female,Business,2.25,3,Engineer,78309,Yes,424,9.3,Employer,Executive,165963,Skill Enhancement,On-Campus,Yes
6342,33,Male,Business,2.54,6,Consultant,113933,No,726,7.0,Loan,Consultant,63686,Career Growth,On-Campus,Yes
6343,26,Female,Economics,3.9,2,Engineer,83715,No,787,5.7,Employer,Executive,145318,Networking,Online,Yes
6344,28,Male,Engineering,3.5,4,Analyst,75677,No,628,5.3,Loan,Marketing Director,128872,Entrepreneurship,Online,Yes
6345,27,Female,Economics,2.04,5,Analyst,40087,Yes,645,6.5,Self-funded,Consultant,68162,Career Growth,On-Campus,Yes
6346,28,Male,Economics,2.8,6,Consultant,111004,No,777,5.2,Loan,Marketing Director,106096,Networking,Online,No
6347,34,Male,Engineering,2.51,9,Engineer,52683,Yes,305,3.8,Employer,Startup Founder,179112,Networking,On-Campus,Yes
6348,29,Other,Arts,3.28,1,Engineer,85555,No,736,4.5,Self-funded,Marketing Director,160129,Career Growth,On-Campus,No
6349,26,Female,Arts,2.92,4,Engineer,85691,Yes,532,2.7,Employer,Startup Founder,104333,Networking,Online,Yes
6350,34,Male,Science,3.93,6,Analyst,84850,No,706,7.9,Scholarship,Executive,169917,Entrepreneurship,Online,Yes
6351,23,Male,Arts,2.44,6,Manager,45268,Yes,315,8.3,Employer,Finance Manager,168249,Networking,Online,No
6352,30,Male,Business,3.18,2,Manager,112190,No,320,7.6,Self-funded,Marketing Director,86397,Networking,Online,Yes
6353,23,Female,Economics,3.4,7,Engineer,59083,Yes,767,5.2,Self-funded,Finance Manager,130283,Entrepreneurship,Online,Yes
6354,31,Female,Science,3.65,0,Engineer,37204,No,486,2.9,Employer,Finance Manager,192358,Networking,On-Campus,No
6355,32,Female,Economics,2.81,3,Entrepreneur,112312,No,405,9.7,Self-funded,Executive,99912,Skill Enhancement,Online,Yes
6356,21,Female,Engineering,3.37,2,Consultant,53775,No,387,7.9,Loan,Startup Founder,108961,Networking,Online,No
6357,31,Female,Arts,2.61,3,Analyst,77470,Yes,422,8.0,Loan,Consultant,173242,Career Growth,On-Campus,No
6358,33,Male,Engineering,2.87,8,Entrepreneur,67757,Yes,427,6.6,Employer,Executive,179373,Networking,Online,Yes
6359,25,Male,Science,3.79,7,Engineer,104321,No,665,3.5,Scholarship,Finance Manager,81296,Skill Enhancement,Online,Yes
6360,34,Female,Business,3.9,3,Manager,81761,No,393,2.6,Employer,Consultant,154873,Skill Enhancement,Online,Yes
6361,24,Other,Arts,3.44,7,Manager,100733,No,699,2.0,Employer,Consultant,109870,Entrepreneurship,On-Campus,Yes
6362,29,Female,Engineering,2.75,0,Entrepreneur,89928,No,571,6.6,Employer,Startup Founder,130556,Career Growth,On-Campus,Yes
6363,29,Female,Arts,3.64,7,Manager,62281,No,626,2.6,Employer,Finance Manager,188563,Entrepreneurship,Online,Yes
6364,34,Female,Economics,2.05,9,Manager,94059,No,395,4.4,Employer,Executive,108063,Networking,On-Campus,No
6365,25,Female,Business,2.21,1,Consultant,83829,No,423,8.4,Scholarship,Startup Founder,173563,Career Growth,On-Campus,Yes
6366,30,Male,Arts,3.32,5,Engineer,110537,Yes,407,3.6,Scholarship,Executive,119119,Career Growth,Online,Yes
6367,24,Male,Business,2.58,5,Entrepreneur,101538,No,650,3.4,Scholarship,Marketing Director,199580,Career Growth,Online,Yes
6368,27,Other,Economics,3.9,2,Analyst,34008,No,382,7.5,Scholarship,Finance Manager,136265,Networking,On-Campus,Yes
6369,26,Female,Economics,2.87,4,Analyst,64163,No,254,5.7,Employer,Finance Manager,96088,Skill Enhancement,Online,Yes
6370,24,Male,Engineering,2.86,1,Engineer,55713,Yes,324,6.1,Scholarship,Startup Founder,154671,Networking,On-Campus,No
6371,33,Male,Science,3.36,7,Analyst,67140,No,609,2.2,Employer,Executive,195418,Skill Enhancement,Online,No
6372,33,Male,Engineering,3.54,7,Manager,69533,No,711,3.6,Loan,Consultant,132103,Career Growth,On-Campus,No
6373,30,Male,Business,2.95,4,Consultant,45431,Yes,799,4.3,Loan,Startup Founder,199084,Networking,On-Campus,No
6374,22,Other,Engineering,2.43,6,Entrepreneur,109862,Yes,698,9.7,Employer,Finance Manager,100742,Entrepreneurship,Online,Yes
6375,21,Male,Arts,3.55,7,Entrepreneur,66248,No,594,1.4,Loan,Finance Manager,188762,Career Growth,On-Campus,Yes
6376,24,Female,Engineering,2.64,3,Manager,85280,Yes,774,8.7,Loan,Consultant,104390,Networking,Online,No
6377,24,Male,Science,2.35,1,Engineer,82753,No,317,2.1,Employer,Executive,94074,Networking,On-Campus,Yes
6378,33,Female,Science,3.26,4,Consultant,47423,No,488,9.9,Employer,Finance Manager,187165,Entrepreneurship,Online,No
6379,21,Male,Business,2.18,6,Analyst,30606,Yes,344,2.7,Employer,Startup Founder,136163,Skill Enhancement,Online,No
6380,26,Female,Economics,3.94,3,Entrepreneur,40332,Yes,779,3.6,Scholarship,Executive,145707,Career Growth,Online,Yes
6381,24,Female,Science,3.26,3,Entrepreneur,105665,No,452,8.5,Self-funded,Executive,118931,Networking,On-Campus,No
6382,21,Female,Business,3.97,3,Engineer,61821,Yes,252,4.2,Loan,Finance Manager,81346,Career Growth,Online,Yes
6383,21,Male,Science,2.68,8,Consultant,101153,Yes,456,6.8,Loan,Marketing Director,102511,Skill Enhancement,On-Campus,Yes
6384,33,Male,Science,3.94,8,Analyst,55233,Yes,574,6.3,Employer,Startup Founder,71477,Networking,On-Campus,Yes
6385,21,Male,Economics,2.29,9,Entrepreneur,93172,Yes,771,7.2,Employer,Finance Manager,141569,Skill Enhancement,Online,Yes
6386,28,Male,Arts,2.08,7,Entrepreneur,94143,No,252,8.4,Employer,Startup Founder,170613,Career Growth,Online,Yes
6387,30,Female,Business,2.07,7,Analyst,63223,Yes,261,3.7,Scholarship,Finance Manager,80346,Career Growth,Online,No
6388,28,Female,Science,2.93,6,Consultant,117116,No,709,8.9,Scholarship,Marketing Director,75437,Networking,Online,Yes
6389,22,Female,Science,2.17,0,Consultant,56613,No,599,9.8,Loan,Executive,193250,Networking,On-Campus,No
6390,31,Female,Engineering,3.02,7,Consultant,96458,No,458,7.1,Scholarship,Marketing Director,136325,Career Growth,Online,Yes
6391,33,Male,Arts,2.66,3,Entrepreneur,95456,No,263,6.1,Scholarship,Startup Founder,174380,Networking,On-Campus,Yes
6392,27,Male,Economics,2.67,0,Manager,99593,No,352,9.9,Scholarship,Executive,198753,Skill Enhancement,Online,No
6393,34,Male,Business,3.27,0,Entrepreneur,84472,No,580,1.8,Scholarship,Finance Manager,157096,Career Growth,On-Campus,Yes
6394,28,Female,Science,2.33,2,Engineer,110174,No,790,4.5,Scholarship,Marketing Director,197769,Skill Enhancement,Online,Yes
6395,28,Female,Business,3.53,2,Engineer,62890,Yes,512,3.1,Employer,Marketing Director,104308,Skill Enhancement,Online,No
6396,31,Male,Economics,3.16,9,Entrepreneur,73185,No,298,1.7,Loan,Finance Manager,75588,Networking,On-Campus,No
6397,30,Male,Arts,3.83,0,Entrepreneur,51511,No,738,8.8,Scholarship,Finance Manager,90247,Skill Enhancement,On-Campus,Yes
6398,31,Female,Engineering,2.73,7,Analyst,70961,Yes,512,4.1,Employer,Marketing Director,178271,Entrepreneurship,On-Campus,Yes
6399,33,Female,Arts,3.97,3,Consultant,113089,Yes,647,2.2,Self-funded,Startup Founder,184814,Career Growth,On-Campus,Yes
6400,27,Female,Engineering,3.15,3,Analyst,76679,No,587,4.4,Self-funded,Marketing Director,79377,Entrepreneurship,Online,Yes
6401,25,Male,Business,3.95,5,Engineer,118545,No,662,4.4,Scholarship,Marketing Director,146155,Skill Enhancement,On-Campus,No
6402,21,Male,Arts,2.05,8,Engineer,96601,Yes,718,2.1,Self-funded,Startup Founder,129741,Skill Enhancement,Online,Yes
6403,32,Other,Arts,3.46,8,Manager,80533,No,627,5.8,Self-funded,Finance Manager,166165,Entrepreneurship,On-Campus,Yes
6404,29,Female,Arts,3.63,7,Consultant,113594,Yes,630,1.9,Scholarship,Startup Founder,82783,Networking,Online,No
6405,33,Male,Economics,2.11,0,Consultant,98154,Yes,310,2.8,Loan,Startup Founder,113168,Skill Enhancement,On-Campus,Yes
6406,27,Female,Business,3.16,9,Engineer,118755,Yes,614,7.5,Loan,Executive,106194,Skill Enhancement,Online,No
6407,22,Female,Engineering,3.6,9,Analyst,118284,No,536,3.7,Loan,Marketing Director,73165,Skill Enhancement,On-Campus,No
6408,26,Male,Arts,3.12,1,Entrepreneur,97632,No,680,6.8,Scholarship,Startup Founder,175173,Networking,Online,Yes
6409,22,Male,Business,2.13,2,Consultant,63719,No,536,2.9,Self-funded,Consultant,154828,Skill Enhancement,Online,No
6410,21,Male,Economics,3.39,4,Entrepreneur,103157,Yes,651,5.8,Loan,Marketing Director,148780,Skill Enhancement,On-Campus,No
6411,34,Male,Economics,2.12,4,Engineer,79903,Yes,489,1.9,Self-funded,Consultant,156136,Networking,Online,No
6412,27,Female,Business,3.63,9,Manager,112559,No,258,1.4,Employer,Consultant,71797,Entrepreneurship,On-Campus,No
6413,33,Male,Engineering,2.09,7,Engineer,113785,Yes,764,6.0,Scholarship,Startup Founder,67682,Career Growth,Online,Yes
6414,22,Female,Business,2.27,1,Entrepreneur,87117,No,659,8.0,Employer,Consultant,177081,Networking,On-Campus,Yes
6415,33,Other,Business,2.55,1,Engineer,103654,Yes,548,7.3,Loan,Finance Manager,116065,Career Growth,On-Campus,Yes
6416,34,Male,Science,3.27,7,Consultant,86347,Yes,574,8.0,Loan,Marketing Director,95129,Entrepreneurship,On-Campus,No
6417,34,Male,Economics,3.95,0,Entrepreneur,81292,No,451,5.4,Employer,Consultant,178924,Entrepreneurship,Online,Yes
6418,22,Female,Engineering,2.24,8,Entrepreneur,49122,Yes,632,7.3,Self-funded,Startup Founder,133981,Skill Enhancement,On-Campus,Yes
6419,33,Female,Science,2.29,1,Manager,43795,No,296,1.7,Self-funded,Executive,178052,Skill Enhancement,Online,No
6420,31,Female,Business,2.74,4,Consultant,118702,No,478,8.5,Employer,Startup Founder,166888,Career Growth,On-Campus,Yes
6421,25,Male,Economics,3.67,2,Analyst,51811,No,607,4.1,Employer,Finance Manager,130577,Entrepreneurship,On-Campus,No
6422,34,Male,Science,2.93,4,Manager,64719,No,589,8.9,Loan,Executive,166080,Networking,Online,Yes
6423,25,Female,Science,2.64,7,Consultant,42587,No,290,6.2,Loan,Finance Manager,111426,Networking,Online,Yes
6424,27,Other,Engineering,3.12,7,Analyst,68787,Yes,609,1.9,Self-funded,Executive,126967,Networking,On-Campus,Yes
6425,21,Male,Business,2.52,5,Entrepreneur,112479,Yes,573,4.8,Self-funded,Executive,137487,Entrepreneurship,On-Campus,No
6426,28,Female,Engineering,2.8,8,Manager,45713,No,452,8.2,Scholarship,Executive,167541,Career Growth,Online,Yes
6427,23,Male,Science,2.67,6,Entrepreneur,38975,No,516,3.2,Employer,Consultant,185106,Entrepreneurship,Online,Yes
6428,24,Other,Science,3.61,1,Entrepreneur,36958,No,314,2.6,Employer,Marketing Director,99669,Career Growth,Online,No
6429,29,Female,Engineering,3.85,0,Entrepreneur,108350,Yes,730,1.2,Employer,Finance Manager,138451,Career Growth,Online,No
